title,imageUrl,rating,releaseDate,genre
"Grifters, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama"
Grosse Point Blank Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Comedy, Romance, Thriller"
Groundhog Day Script,https://www.imsdb.com/posters/Groundhog-Day.jpg,N/A,February 1993,"Comedy, Fantasy, Romance"
"Grudge, The Script","https://www.imsdb.com/posters/Grudge,-The.jpg",N/A,October 2004,"Horror, Mystery, Thriller"
Guardians of the Galaxy Vol 2 Script,https://www.imsdb.com/posters/Guardians-of-the-Galaxy-Vol-2.jpg,N/A,May 2017,"Action, Adventure, Comedy"
Hackers Script,https://www.imsdb.com/posters/Hackers.jpg,N/A,September 1995,"Action, Crime, Drama, Thriller"
Hall Pass Script,https://www.imsdb.com/posters/Hall-Pass.jpg,N/A,February 2011,"Comedy, Romance"
Halloween Script,https://www.imsdb.com/posters/Halloween.jpg,N/A,October 2018,"Horror, Thriller"
Halloween: The Curse of Michael Myers Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Thriller"
Hancock Script,https://www.imsdb.com/posters/Hancock.jpg,N/A,July 2008,"Action, Comedy, Crime, Drama, Fantasy, Thriller"
"Hangover, The Script","https://www.imsdb.com/posters/Hangover,-The.jpg",N/A,June 2009,"Comedy, Crime, Mystery, Thriller"
Hanna Script,https://www.imsdb.com/posters/Hanna.jpg,N/A,April 2011,"Action, Crime, Mystery"
Hannah and Her Sisters Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Romance"
Hannibal Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Thriller"
"Happy Birthday, Wanda June Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Happy Feet Script,https://www.imsdb.com/posters/Happy-Feet.jpg,N/A,November 2006,"Animation, Comedy, Family"
Hard Rain Script,https://www.imsdb.com/posters/Hard-Rain.jpg,N/A,January 1998,"Action, Crime, Thriller, Drama"
Hard to Kill Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Romance"
Harold and Kumar Go to White Castle Script,https://www.imsdb.com/posters/Harold-and-Kumar-Go-to-White-Castle.jpg,N/A,June 2004,"Adventure, Comedy"
Harry Potter and the Chamber of Secrets Script,http://www.imsdb.com/images/no-poster.gif,N/A,November 2002,"Fantasy, Mystery, Adventure, Family"
Harry Potter and the Deathly Hallows Part 1 Script,https://www.imsdb.com/posters/Harry-Potter-and-the-Deathly-Hallows-Part-1.jpg,6,November 2010,"Adventure, Fantasy, Mystery"
Harry Potter and the Goblet of Fire Script,https://www.imsdb.com/posters/Harry-Potter-and-the-Goblet-of-Fire.jpg,8,November 2005,"Adventure, Fantasy, Mystery, Thriller"
Harry Potter and the Half-Blood Prince Script,https://www.imsdb.com/posters/Harry-Potter-and-the-Half-Blood-Prince.jpg,N/A,July 2009,"Action, Adventure, Family, Fantasy, Mystery, Romance"
Harry Potter and the Prisoner of Azkaban Script,http://www.imsdb.com/images/no-poster.gif,N/A,June 2004,"Adventure, Family, Fantasy"
Harry Potter and the Sorcerer's Stone Script,http://www.imsdb.com/images/no-poster.gif,N/A,November 2001,"Adventure, Family, Fantasy"
"Haunting, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Mystery, Thriller"
He's Just Not That Into You Script,https://www.imsdb.com/posters/He's-Just-Not-That-Into-You.jpg,N/A,February 2009,"Comedy, Drama, Romance"
Heat Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime, Drama, Thriller"
Heathers Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Heavenly Creatures Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance, Crime, Fantasy, Thriller, Horror"
Heavy Metal Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Animation, Fantasy, Horror, Sci-Fi"
"Hebrew Hammer, The Script","https://www.imsdb.com/posters/Hebrew-Hammer,-The.jpg",N/A,January 2003,Comedy
Heist Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Thriller"
Hellbound: Hellraiser II Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Thriller"
Hellboy Script,http://www.imsdb.com/images/no-poster.gif,N/A,April 2004,"Adventure, Horror, Sci-Fi, Action"
Hellboy 2: The Golden Army Script,https://www.imsdb.com/posters/Hellboy-2-The-Golden-Army.jpg,N/A,July 2008,"Action, Adventure, Fantasy"
Hellraiser Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Horror
Hellraiser 3: Hell on Earth Script,https://www.imsdb.com/posters/Hellraiser-3-Hell-on-Earth.jpg,N/A,September 1992,"Fantasy, Horror"
Hellraiser: Deader Script,https://www.imsdb.com/posters/Hellraiser-Deader.jpg,N/A,June 2005,"Horror, Mystery, Thriller"
Hellraiser: Hellseeker Script,https://www.imsdb.com/posters/Hellraiser-Hellseeker.jpg,N/A,October 2002,Horror
"Help, The Script","https://www.imsdb.com/posters/Help,-The.jpg",N/A,August 2011,Drama
Henry Fool Script,https://www.imsdb.com/posters/Henry-Fool.jpg,N/A,June 1998,"Comedy, Drama"
Henry's Crime Script,https://www.imsdb.com/posters/Henry's-Crime.jpg,N/A,April 2011,"Crime, Drama"
Her Script,https://www.imsdb.com/posters/Her.jpg,N/A,January 2014,"Drama, Romance, Sci-Fi"
Here Comes Peter Cottontail Script,https://imsdb.com/posters/Here-Comes-Peter-Cottontail.jpg,N/A,April 1971,"Adventure, Animation, Comedy"
Hesher Script,https://www.imsdb.com/posters/Hesher.jpg,N/A,May 2011,Drama
High Fidelity Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Romance, Comedy, Drama, Music"
Highlander Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Fantasy"
Highlander: Endgame Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Fantasy, Sci-Fi"
"Hills Have Eyes, The Script","https://www.imsdb.com/posters/Hills-Have-Eyes,-The.jpg",N/A,March 2006,"Horror, Thriller"
His Girl Friday Script,https://www.imsdb.com/posters/His-Girl-Friday.jpg,N/A,January 1940,"Comedy, Romance, Drama"
Hitchcock Script,https://www.imsdb.com/posters/Hitchcock.jpg,N/A,December 2012,Drama
"Hitchhiker's Guide to the Galaxy, The Script","https://www.imsdb.com/posters/Hitchhiker's-Guide-to-the-Galaxy,-The.jpg",N/A,April 2005,"Adventure, Comedy, Sci-Fi"
Hollow Man Script,http://www.imsdb.com/images/no-poster.gif,6,N/A,"Horror, Sci-Fi, Thriller"
Honeydripper Script,https://www.imsdb.com/posters/Honeydripper.jpg,N/A,December 2007,"Drama, Musical"
Horrible Bosses Script,https://www.imsdb.com/posters/Horrible-Bosses.jpg,5,July 2011,"Comedy, Crime"
"Horse Whisperer, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
"Hospital, The Script","https://www.imsdb.com/posters/Hospital,-The.jpg",N/A,December 1971,"Comedy, Drama"
Hostage Script,https://www.imsdb.com/posters/Hostage.jpg,N/A,March 2005,"Action, Crime, Drama, Thriller"
Hot Tub Time Machine Script,https://www.imsdb.com/posters/Hot-Tub-Time-Machine.jpg,N/A,March 2010,"Comedy, Sci-Fi"
Hotel Rwanda Script,https://www.imsdb.com/posters/Hotel-Rwanda.jpg,N/A,February 2005,"Drama, Thriller, War"
House of 1000 Corpses Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Horror
How to Lose Friends Script,http://www.imsdb.com,N/A,:,
How to Train Your Dragon Script,https://www.imsdb.com/posters/How-to-Train-Your-Dragon.jpg,N/A,March 2010,"Animation, Adventure, Comedy"
How to Train Your Dragon 2 Script,https://www.imsdb.com/posters/How-to-Train-Your-Dragon-2.jpg,N/A,June 2014,"Animation, Action, Adventure"
Hudson Hawk Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Comedy, Crime"
"Hudsucker Proxy, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Fantasy, Romance"
Human Nature Script,http://www.imsdb.com/posters/Human-Nature.jpg,N/A,N/A,Comedy
"Hunt for Red October, The Script","https://www.imsdb.com/posters/Hunt-for-Red-October,-The.jpg",N/A,March 1990,"Action, Adventure, Thriller"
"Hurt Locker, The Script","https://www.imsdb.com/posters/Hurt-Locker,-The.jpg",N/A,July 2009,"Drama, Thriller"
I Am Number Four Script,https://www.imsdb.com/posters/I-Am-Number-Four.jpg,N/A,February 2011,"Action, Sci-Fi, Thriller"
I am Sam Script,https://www.imsdb.com/posters/I-am-Sam.jpg,3,January 2002,Drama
I Love You Phillip Morris Script,https://www.imsdb.com/posters/I-Love-You-Phillip-Morris.jpg,5,January 2010,"Comedy, Drama, Romance"
I Spit on Your Grave Script,https://www.imsdb.com/posters/I-Spit-on-Your-Grave.jpg,N/A,May 2010,"Crime, Horror, Thriller"
I Still Know What You Did Last Summer Script,https://www.imsdb.com/posters/I-Still-Know-What-You-Did-Last-Summer.jpg,N/A,November 1998,"Horror, Mystery, Thriller"
I'll Do Anything Script,https://www.imsdb.com/posters/I'll-Do-Anything.jpg,N/A,February 1994,"Comedy, Drama"
"I, Robot Script","https://www.imsdb.com/posters/I,-Robot.jpg",7,July 2004,"Action, Sci-Fi, Thriller"
"Ice Storm, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
"Ides of March, The Script","https://www.imsdb.com/posters/Ides-of-March,-The.jpg",N/A,October 2011,Drama
"Imaginarium of Doctor Parnassus, The Script","https://www.imsdb.com/posters/Imaginarium-of-Doctor-Parnassus,-The.jpg",N/A,September 2009,"Adventure, Fantasy, Mystery"
In the Bedroom Script,https://www.imsdb.com/posters/In-the-Bedroom.jpg,N/A,January 2002,"Crime, Drama"
In the Loop Script,https://www.imsdb.com/posters/In-the-Loop.jpg,N/A,July 2009,Comedy
Inception Script,https://www.imsdb.com/posters/Inception.jpg,N/A,July 2010,"Action, Adventure, Mystery"
"Incredibles, The Script",http://www.imsdb.com/images/no-poster.gif,7,November 2004,"Animation, Family, Adventure, Action, Comedy, Sci-Fi"
Independence Day Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Sci-Fi"
Indiana Jones and the Last Crusade Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure"
Indiana Jones and the Raiders of the Lost Ark Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure"
Indiana Jones and the Temple of Doom Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure"
Indiana Jones IV Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure"
"Informant, The Script","https://www.imsdb.com/posters/Informant,-The.jpg",N/A,September 2009,"Comedy, Drama, Thriller"
Inglourious Basterds Script,https://www.imsdb.com/posters/Inglourious-Basterds.jpg,N/A,August 2009,"Action, Adventure, War"
Innerspace Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Comedy, Sci-Fi"
"Insider, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Thriller"
Insidious Script,https://www.imsdb.com/posters/Insidious.jpg,8,April 2011,"Horror, Thriller"
Insomnia Script,http://www.imsdb.com/images/no-poster.gif,N/A,May 2002,"Crime, Drama, Thriller"
Interstellar Script,https://www.imsdb.com/posters/Interstellar.jpg,10,November 2014,"Adventure, Drama, Sci-Fi"
Interview with the Vampire Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Horror"
Into the Wild Script,https://www.imsdb.com/posters/Into-the-Wild.jpg,N/A,September 2007,"Adventure, Drama"
Into the Woods Script,https://www.imsdb.com/posters/Into-the-Woods.jpg,N/A,December 2014,"Adventure, Comedy, Drama"
Intolerable Cruelty Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Romance, Crime"
Inventing the Abbotts Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
"Invention of Lying, The Script","https://www.imsdb.com/posters/Invention-of-Lying,-The.jpg",N/A,October 2009,Comedy
Invictus Script,https://www.imsdb.com/posters/Invictus.jpg,N/A,December 2009,Drama
"Iron Lady, The Script","https://www.imsdb.com/posters/Iron-Lady,-The.jpg",N/A,January 2012,Drama
"Island, The Script","https://www.imsdb.com/posters/Island,-The.jpg",7,July 2005,"Action, Drama, Sci-Fi, Thriller"
It Script,https://www.imsdb.com/posters/It.jpg,N/A,September 2017,"Drama, Horror, Thriller"
It Happened One Night Script,http://www.imsdb.com/images/no-poster.gif,N/A,February 1934,"Romance, Comedy"
It Happened One Night Script,http://www.imsdb.com/images/no-poster.gif,N/A,February 1934,"Romance, Comedy"
It's a Wonderful Life Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Family, Fantasy, Romance"
It's Complicated Script,https://www.imsdb.com/posters/It's-Complicated.jpg,N/A,December 2009,"Comedy, Romance"
"Italian Job, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Adventure, Action, Crime, Thriller"
"Jacket, The Script","https://www.imsdb.com/posters/Jacket,-The.jpg",8,March 2005,"Thriller, Drama, Fantasy"
Jackie Brown Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime"
Jacob's Ladder Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Thriller"
Jade Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime, Drama, Thriller"
Jane Eyre Script,https://www.imsdb.com/posters/Jane-Eyre.jpg,N/A,March 2011,"Drama, Romance"
Jason X Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Horror, Sci-Fi, Thriller"
Jaws Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Adventure, Horror, Thriller"
Jaws 2 Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Thriller, Adventure"
Jay and Silent Bob Strike Back Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Adventure, Comedy"
Jennifer Eight Script,https://www.imsdb.com/posters/Jennifer-Eight.jpg,N/A,November 1992,"Thriller, Mystery"
Jennifer's Body Script,https://www.imsdb.com/posters/Jennifer's-Body.jpg,N/A,September 2009,"Comedy, Horror, Thriller"
Jerry Maguire Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Romance"
Jeux Interdits Script,https://www.imsdb.com/posters/Jeux-Interdits.jpg,N/A,December 1952,"Drama, War"
JFK Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Mystery, Thriller"
Jimmy and Judy Script,https://www.imsdb.com/posters/Jimmy-and-Judy.jpg,N/A,N/A,Action
John Q Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Thriller"
John Wick Script,https://www.imsdb.com/posters/John-Wick.jpg,N/A,October 2014,"Action, Crime, Thriller"
Jojo Rabbit Script,https://imsdb.com/posters/Jojo-Rabbit.jpg,N/A,September 2019,"Comedy, Drama, War"
Joker Script,https://www.imsdb.com/posters/Joker.jpg,N/A,October 2019,"Crime, Drama, Thriller"
Judge Dredd Script,https://www.imsdb.com/posters/Judge-Dredd.jpg,N/A,June 1995,"Action, Crime, Sci-Fi"
Juno Script,https://www.imsdb.com/posters/Juno.jpg,N/A,December 2007,"Comedy, Drama, Romance"
Jurassic Park Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Horror, Sci-Fi, Thriller"
Jurassic Park III Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Horror, Sci-Fi, Thriller"
Jurassic Park: The Lost World Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Horror, Sci-Fi, Thriller"
Kafka Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Kalifornia Script,http://www.imsdb.com/images/no-poster.gif,7,N/A,"Crime, Thriller"
Kate Script,http://www.imsdb.com,N/A,:,
Kids Script,http://www.imsdb.com/images/no-poster.gif,N/A,July 1995,Drama
"Kids Are All Right, The Script","https://www.imsdb.com/posters/Kids-Are-All-Right,-The.jpg",N/A,July 2010,"Comedy, Drama"
Kill Bill Volume 1 Script,http://www.imsdb.com,N/A,:,
Kill Your Darlings Script,https://www.imsdb.com/posters/Kill-Your-Darlings.jpg,N/A,December 2013,"Drama, Romance"
Killers of the Flower Moon Script,https://imsdb.com/posters/Killers-of-the-Flower-Moon.jpg,N/A,October 2023,"Crime, Drama, History"
Killing Zoe Script,https://www.imsdb.com/posters/Killing-Zoe.jpg,9,N/A,"Crime, Drama, Thriller"
King Kong Script,https://www.imsdb.com/posters/King-Kong.jpg,N/A,December 2005,"Action, Adventure, Drama, Mystery, Thriller"
"King of Comedy, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime, Drama"
"King's Speech, The Script","https://www.imsdb.com/posters/King's-Speech,-The.jpg",N/A,December 2010,Drama
"Kingdom, The Script","https://www.imsdb.com/posters/Kingdom,-The.jpg",7,September 2007,"Action, Drama, Thriller"
Kiss of the Spider Woman Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Klute Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Mystery, Thriller"
Knocked Up Script,https://www.imsdb.com/posters/Knocked-Up.jpg,N/A,June 2007,"Comedy, Drama, Romance"
Kramer vs Kramer Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Kundun Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Kung Fu Panda Script,https://www.imsdb.com/posters/Kung-Fu-Panda.jpg,N/A,June 2008,"Animation, Action, Comedy, Family"
L.A. Confidential Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Mystery, Thriller"
La La Land Script,https://www.imsdb.com/posters/La-La-Land.jpg,N/A,December 2016,"Comedy, Drama, Musical"
Labor of Love Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Labyrinth Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Family, Fantasy, Adventure, Musical"
"Ladykillers, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,March 2004,"Comedy, Crime"
Lake Placid Script,https://www.imsdb.com/posters/Lake-Placid.jpg,N/A,July 1999,"Action, Comedy, Horror, Thriller"
Land of the Dead Script,https://www.imsdb.com/posters/Land-of-the-Dead.jpg,N/A,June 2005,"Action, Horror, Thriller"
Larry Crowne Script,https://www.imsdb.com/posters/Larry-Crowne.jpg,N/A,July 2011,"Comedy, Drama, Romance"
"Last Boy Scout, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Thriller"
Last Chance Harvey Script,https://www.imsdb.com/posters/Last-Chance-Harvey.jpg,N/A,January 2009,"Drama, Romance"
"Last Flight, The Script","https://www.imsdb.com/posters/Last-Flight,-The.jpg",N/A,August 1931,Drama
"Last of the Mohicans, The Script","https://www.imsdb.com/posters/Last-of-the-Mohicans,-The.jpg",N/A,September 1992,"Adventure, Romance, War"
"Last Samurai, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Drama, War"
"Last Station, The Script","https://www.imsdb.com/posters/Last-Station,-The.jpg",N/A,December 2009,"Drama, History"
Last Tango in Paris Script,https://www.imsdb.com/posters/Last-Tango-in-Paris.jpg,N/A,February 1973,"Drama, Romance"
Law Abiding Citizen Script,https://www.imsdb.com/posters/Law-Abiding-Citizen.jpg,N/A,October 2009,"Crime, Drama, Thriller"
Le Diable par la Queue Script,https://www.imsdb.com/posters/Le-Diable-par-la-Queue.jpg,N/A,February 1969,Comedy
Leaving Las Vegas Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Legally Blonde Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Legend Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Fantasy, Adventure, Romance"
Legion Script,https://www.imsdb.com/posters/Legion.jpg,N/A,January 2010,"Action, Fantasy, Horror, Thriller"
"LEGO Movie, The Script","https://www.imsdb.com/posters/LEGO-Movie,-The.jpg",8,February 2014,"Animation, Action, Adventure"
Les Miserables Script,https://www.imsdb.com/posters/Les-Miserables.jpg,7,December 2012,"Drama, Musical, Romance"
Les Tontons Flingueurs Script,https://www.imsdb.com/posters/Les-Tontons-Flingueurs.jpg,N/A,November 1963,"Action, Comedy, Crime"
Lethal Weapon Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Crime, Thriller"
Lethal Weapon 4 Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Crime, Thriller"
Leviathan Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Sci-Fi, Thriller"
Liar Liar Script,https://www.imsdb.com/posters/Liar-Liar.jpg,N/A,March 1997,"Comedy, Fantasy"
Life Script,https://www.imsdb.com/posters/Life.jpg,N/A,April 1999,"Comedy, Drama"
Life As A House Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
"Life of David Gale, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,February 2003,"Drama, Crime, Thriller"
Life of Pi Script,https://www.imsdb.com/posters/Life-of-Pi.jpg,8,November 2012,"Adventure, Drama"
Light Sleeper Script,https://www.imsdb.com/posters/Light-Sleeper.jpg,N/A,August 1992,Drama
"Limey, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama"
Limitless Script,https://www.imsdb.com/posters/Limitless.jpg,8,March 2011,"Mystery, Sci-Fi, Thriller"
Lincoln Script,https://www.imsdb.com/posters/Lincoln.jpg,N/A,November 2012,"Drama, History"
"Lincoln Lawyer, The Script","https://www.imsdb.com/posters/Lincoln-Lawyer,-The.jpg",N/A,March 2011,"Crime, Drama, Thriller"
"Lion King, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Adventure, Animation, Family, Musical"
Little Athens Script,https://www.imsdb.com/posters/Little-Athens.jpg,N/A,November 2006,"Comedy, Drama"
Little Men Script,https://www.imsdb.com/posters/Little-Men.jpg,N/A,September 2016,Drama
"Little Mermaid, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Family, Animation, Comedy, Musical, Romance, Fantasy"
Little Nicky Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Fantasy, Horror"
Living in Oblivion Script,https://www.imsdb.com/posters/Living-in-Oblivion.jpg,N/A,June 1995,"Comedy, Drama"
"Lock, Stock and Two Smoking Barrels Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Thriller, Comedy"
Logan Script,https://www.imsdb.com/posters/Logan.jpg,N/A,March 2017,"Action, Drama, Sci-Fi"
Logan's Run Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Sci-Fi"
Lone Star Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Mystery"
"Long Kiss Goodnight, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Thriller, Drama"
Looper Script,https://www.imsdb.com/posters/Looper.jpg,N/A,September 2012,"Action, Crime, Sci-Fi"
Lord of Illusions Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Fantasy, Horror, Thriller"
"Lord of the Rings: Fellowship of the Ring, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Fantasy"
Lord of the Rings: Return of the King Script,http://www.imsdb.com/images/no-poster.gif,N/A,December 2003,"Action, Adventure, Fantasy"
Lord of the Rings: The Two Towers Script,https://www.imsdb.com/posters/Lord-of-the-Rings-The-Two-Towers.jpg,N/A,December 2002,"Action, Adventure, Fantasy"
Lord of War Script,https://www.imsdb.com/posters/Lord-of-War.jpg,N/A,September 2005,"Crime, Drama, Thriller"
"Losers, The Script","https://www.imsdb.com/posters/Losers,-The.jpg",6,April 2010,"Action, Adventure, Crime, Mystery, Thriller"
Lost Highway Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Mystery, Thriller, Horror"
Lost Horizon Script,https://www.imsdb.com/posters/Lost-Horizon.jpg,N/A,September 1937,"Adventure, Fantasy, Sci-Fi, Drama, Mystery"
Lost in Space Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Sci-Fi"
Lost in Translation Script,https://www.imsdb.com/posters/Lost-in-Translation.jpg,9,October 2003,"Comedy, Drama, Romance"
Love and Basketball Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Machete Script,https://www.imsdb.com/posters/Machete.jpg,N/A,September 2010,"Action, Thriller"
Machine Gun Preacher Script,https://www.imsdb.com/posters/Machine-Gun-Preacher.jpg,N/A,September 2011,"Action, Crime"
Mad Max 2: The Road Warrior Script,https://www.imsdb.com/posters/Mad-Max-2-The-Road-Warrior.jpg,N/A,May 1982,"Action, Adventure, Sci-Fi"
Made Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime, Drama"
Magnolia Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
"Majestic, The (The Bijou) Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Major League Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Malcolm X Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Malibu's Most Wanted Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Man in the Iron Mask Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Drama"
Man On Fire Script,http://www.imsdb.com/images/no-poster.gif,N/A,April 2004,"Action, Crime, Drama, Thriller"
Man on the Moon Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Man Trouble Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Romance"
"Man Who Knew Too Much, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Adventure, Drama, Thriller"
"Man Who Wasn't There, The Script",http://www.imsdb.com/images/no-poster.gif,8,N/A,"Comedy, Drama, Crime"
"Manchurian Candidate, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,July 2004,"Thriller, Mystery, Sci-Fi"
Manhattan Murder Mystery Script,https://www.imsdb.com/posters/Manhattan-Murder-Mystery.jpg,N/A,August 1993,"Comedy, Crime, Mystery"
Manhunter Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Thriller, Horror"
Margaret Script,https://www.imsdb.com/posters/Margaret.jpg,N/A,September 2011,Drama
Margin Call Script,https://www.imsdb.com/posters/Margin-Call.jpg,N/A,October 2011,"Drama, Thriller"
Margot at the Wedding Script,https://www.imsdb.com/posters/Margot-at-the-Wedding.jpg,N/A,November 2007,"Comedy, Drama"
"Mariachi, El Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime, Thriller, Western"
Marley Script,http://www.imsdb.com,N/A,:,
Martha Marcy May Marlene Script,https://www.imsdb.com/posters/Martha-Marcy-May-Marlene.jpg,N/A,October 2011,"Drama, Thriller"
"Martian, The Script","https://www.imsdb.com/posters/Martian,-The.jpg",N/A,October 2015,"Adventure, Drama, Sci-Fi"
Marty Script,https://www.imsdb.com/posters/Marty.jpg,N/A,July 1955,"Drama, Romance"
Mary Poppins Script,http://www.imsdb.com/images/no-poster.gif,8,N/A,"Family, Comedy, Musical, Fantasy, Drama, Animation"
